Month,Hijri,Day,Fajr,Sunrise,Dhuhr,Asr,Maghrib,Isha
July,DuhlHijjah-Muharram,24,04:02 AM,05:26 AM,12:10 PM,03:35 PM,06:52 PM,08:17 PM
July,DuhlHijjah-Muharram,25,04:03 AM,05:27 AM,12:10 PM,03:35 PM,06:51 PM,08:16 PM
July,DuhlHijjah-Muharram,26,04:04 AM,05:27 AM,12:10 PM,03:35 PM,06:51 PM,08:15 PM
July,DuhlHijjah-Muharram,27,04:04 AM,05:28 AM,12:10 PM,03:35 PM,06:50 PM,08:15 PM
July,DuhlHijjah-Muharram,28,04:05 AM,05:28 AM,12:10 PM,03:35 PM,06:50 PM,08:14 PM
July,DuhlHijjah-Muharram,29,04:06 AM,05:29 AM,12:10 PM,03:36 PM,06:49 PM,08:13 PM
July,DuhlHijjah-Muharram,30,04:06 AM,05:29 AM,12:09 PM,03:36 PM,06:49 PM,08:12 PM
July,DuhlHijjah-Muharram,31,04:07 AM,05:30 AM,12:09 PM,03:36 PM,06:48 PM,08:12 PM
August,Muharram-Safar,1,04:08 AM,05:30 AM,12:09 PM,03:36 PM,06:47 PM,08:11 PM
August,Muharram-Safar,2,04:09 AM,05:30 AM,12:09 PM,03:36 PM,06:47 PM,08:10 PM
August,Muharram-Safar,3,04:09 AM,05:31 AM,12:09 PM,03:36 PM,06:46 PM,08:09 PM
August,Muharram-Safar,4,04:10 AM,05:31 AM,12:09 PM,03:36 PM,06:46 PM,08:08 PM
August,Muharram-Safar,5,04:11 AM,05:32 AM,12:09 PM,03:36 PM,06:45 PM,08:08 PM
August,Muharram-Safar,6,04:11 AM,05:32 AM,12:09 PM,03:36 PM,06:44 PM,08:07 PM
August,Muharram-Safar,7,04:12 AM,05:33 AM,12:09 PM,03:36 PM,06:44 PM,08:06 PM
August,Muharram-Safar,8,04:13 AM,05:33 AM,12:09 PM,03:36 PM,06:43 PM,08:05 PM
August,Muharram-Safar,9,04:13 AM,05:34 AM,12:09 PM,03:36 PM,06:42 PM,08:04 PM
August,Muharram-Safar,10,04:14 AM,05:34 AM,12:08 PM,03:36 PM,06:41 PM,08:03 PM
August,Muharram-Safar,11,04:14 AM,05:35 AM,12:08 PM,03:36 PM,06:41 PM,08:02 PM
August,Muharram-Safar,12,04:15 AM,05:35 AM,12:08 PM,03:36 PM,06:40 PM,08:01 PM
August,Muharram-Safar,13,04:16 AM,05:35 AM,12:08 PM,03:36 PM,06:39 PM,08:00 PM
August,Muharram-Safar,14,04:16 AM,05:36 AM,12:08 PM,03:36 PM,06:38 PM,07:59 PM
August,Muharram-Safar,15,04:17 AM,05:36 AM,12:07 PM,03:36 PM,06:37 PM,07:58 PM
August,Muharram-Safar,16,04:18 AM,05:37 AM,12:07 PM,03:36 PM,06:36 PM,07:57 PM
August,Muharram-Safar,17,04:18 AM,05:37 AM,12:07 PM,03:36 PM,06:36 PM,07:56 PM
August,Muharram-Safar,18,04:19 AM,05:38 AM,12:07 PM,03:35 PM,06:35 PM,07:55 PM
August,Muharram-Safar,19,04:19 AM,05:38 AM,12:07 PM,03:35 PM,06:34 PM,07:54 PM
August,Muharram-Safar,20,04:20 AM,05:38 AM,12:06 PM,03:35 PM,06:33 PM,07:53 PM
August,Muharram-Safar,21,04:21 AM,05:39 AM,12:06 PM,03:35 PM,06:32 PM,07:52 PM
August,Muharram-Safar,22,04:21 AM,05:39 AM,12:06 PM,03:35 PM,06:31 PM,07:51 PM
August,Muharram-Safar,23,04:22 AM,05:40 AM,12:06 PM,03:35 PM,06:30 PM,07:49 PM
August,Muharram-Safar,24,04:22 AM,05:40 AM,12:05 PM,03:34 PM,06:29 PM,07:48 PM
August,Muharram-Safar,25,04:23 AM,05:40 AM,12:05 PM,03:34 PM,06:28 PM,07:47 PM
August,Muharram-Safar,26,04:23 AM,05:41 AM,12:05 PM,03:34 PM,06:27 PM,07:46 PM
August,Muharram-Safar,27,04:24 AM,05:41 AM,12:04 PM,03:33 PM,06:26 PM,07:45 PM
August,Muharram-Safar,28,04:25 AM,05:42 AM,12:04 PM,03:33 PM,06:25 PM,07:44 PM
August,Muharram-Safar,29,04:25 AM,05:42 AM,12:04 PM,03:33 PM,06:24 PM,07:43 PM
August,Muharram-Safar,30,04:26 AM,05:42 AM,12:04 PM,03:33 PM,06:23 PM,07:42 PM
August,Muharram-Safar,31,04:26 AM,05:43 AM,12:03 PM,03:32 PM,06:22 PM,07:40 PM
September,Safar-RabiUlAwal,1,04:27 AM,05:43 AM,12:03 PM,03:32 PM,06:21 PM,07:39 PM
September,Safar-RabiUlAwal,2,04:27 AM,05:43 AM,12:03 PM,03:31 PM,06:20 PM,07:38 PM
September,Safar-RabiUlAwal,3,04:28 AM,05:44 AM,12:02 PM,03:31 PM,06:19 PM,07:37 PM
September,Safar-RabiUlAwal,4,04:28 AM,05:44 AM,12:02 PM,03:31 PM,06:18 PM,07:36 PM
September,Safar-RabiUlAwal,5,04:29 AM,05:45 AM,12:02 PM,03:30 PM,06:17 PM,07:35 PM
September,Safar-RabiUlAwal,6,04:29 AM,05:45 AM,12:01 PM,03:30 PM,06:16 PM,07:34 PM
September,Safar-RabiUlAwal,7,04:30 AM,05:45 AM,12:01 PM,03:29 PM,06:15 PM,07:32 PM
September,Safar-RabiUlAwal,8,04:30 AM,05:46 AM,12:01 PM,03:29 PM,06:14 PM,07:31 PM
September,Safar-RabiUlAwal,9,04:31 AM,05:46 AM,12:00 PM,03:29 PM,06:13 PM,07:30 PM
September,Safar-RabiUlAwal,10,04:31 AM,05:46 AM,12:00 PM,03:28 PM,06:12 PM,07:29 PM
September,Safar-RabiUlAwal,11,04:31 AM,05:47 AM,12:00 PM,03:28 PM,06:11 PM,07:28 PM
September,Safar-RabiUlAwal,12,04:32 AM,05:47 AM,11:59 AM,03:27 PM,06:10 PM,07:27 PM
September,Safar-RabiUlAwal,13,04:32 AM,05:47 AM,11:59 AM,03:27 PM,06:09 PM,07:25 PM
September,Safar-RabiUlAwal,14,04:33 AM,05:48 AM,11:59 AM,03:26 PM,06:08 PM,07:24 PM
September,Safar-RabiUlAwal,15,04:33 AM,05:48 AM,11:58 AM,03:26 PM,06:07 PM,07:23 PM
September,Safar-RabiUlAwal,16,04:34 AM,05:49 AM,11:58 AM,03:25 PM,06:06 PM,07:22 PM
September,Safar-RabiUlAwal,17,04:34 AM,05:49 AM,11:57 AM,03:25 PM,06:05 PM,07:21 PM
September,Safar-RabiUlAwal,18,04:35 AM,05:49 AM,11:57 AM,03:24 PM,06:04 PM,07:20 PM
September,Safar-RabiUlAwal,19,04:35 AM,05:50 AM,11:57 AM,03:23 PM,06:02 PM,07:18 PM
September,Safar-RabiUlAwal,20,04:35 AM,05:50 AM,11:56 AM,03:23 PM,06:01 PM,07:17 PM
September,Safar-RabiUlAwal,21,04:36 AM,05:50 AM,11:56 AM,03:22 PM,06:00 PM,07:16 PM
September,Safar-RabiUlAwal,22,04:36 AM,05:51 AM,11:56 AM,03:22 PM,05:59 PM,07:15 PM
September,Safar-RabiUlAwal,23,04:37 AM,05:51 AM,11:55 AM,03:21 PM,05:58 PM,07:14 PM
September,Safar-RabiUlAwal,24,04:37 AM,05:51 AM,11:55 AM,03:21 PM,05:57 PM,07:13 PM
September,Safar-RabiUlAwal,25,04:37 AM,05:52 AM,11:55 AM,03:20 PM,05:56 PM,07:12 PM
September,Safar-RabiUlAwal,26,04:38 AM,05:52 AM,11:54 AM,03:19 PM,05:55 PM,07:11 PM
September,Safar-RabiUlAwal,27,04:38 AM,05:53 AM,11:54 AM,03:19 PM,05:54 PM,07:10 PM
September,Safar-RabiUlAwal,28,04:39 AM,05:53 AM,11:54 AM,03:18 PM,05:53 PM,07:09 PM
September,Safar-RabiUlAwal,29,04:39 AM,05:53 AM,11:53 AM,03:18 PM,05:52 PM,07:07 PM
September,Safar-RabiUlAwal,30,04:39 AM,05:54 AM,11:53 AM,03:17 PM,05:51 PM,07:06 PM
October,RabiUlAwal-RabiAlAkhar,1,04:40 AM,05:54 AM,11:53 AM,03:16 PM,05:50 PM,07:05 PM
October,RabiUlAwal-RabiAlAkhar,2,04:40 AM,05:55 AM,11:52 AM,03:16 PM,05:49 PM,07:04 PM
October,RabiUlAwal-RabiAlAkhar,3,04:41 AM,05:55 AM,11:52 AM,03:15 PM,05:48 PM,07:03 PM
October,RabiUlAwal-RabiAlAkhar,4,04:41 AM,05:55 AM,11:52 AM,03:15 PM,05:47 PM,07:02 PM
October,RabiUlAwal-RabiAlAkhar,5,04:41 AM,05:56 AM,11:51 AM,03:14 PM,05:46 PM,07:01 PM
October,RabiUlAwal-RabiAlAkhar,6,04:42 AM,05:56 AM,11:51 AM,03:13 PM,05:45 PM,07:00 PM
October,RabiUlAwal-RabiAlAkhar,7,04:42 AM,05:57 AM,11:51 AM,03:13 PM,05:44 PM,06:59 PM
October,RabiUlAwal-RabiAlAkhar,8,04:43 AM,05:57 AM,11:50 AM,03:12 PM,05:43 PM,06:58 PM
October,RabiUlAwal-RabiAlAkhar,9,04:43 AM,05:57 AM,11:50 AM,03:11 PM,05:42 PM,06:57 PM
October,RabiUlAwal-RabiAlAkhar,10,04:43 AM,05:58 AM,11:50 AM,03:11 PM,05:41 PM,06:56 PM
October,RabiUlAwal-RabiAlAkhar,11,04:44 AM,05:58 AM,11:50 AM,03:10 PM,05:40 PM,06:55 PM
October,RabiUlAwal-RabiAlAkhar,12,04:44 AM,05:59 AM,11:49 AM,03:10 PM,05:39 PM,06:55 PM
October,RabiUlAwal-RabiAlAkhar,13,04:45 AM,05:59 AM,11:49 AM,03:09 PM,05:38 PM,06:54 PM
October,RabiUlAwal-RabiAlAkhar,14,04:45 AM,06:00 AM,11:49 AM,03:08 PM,05:37 PM,06:53 PM
October,RabiUlAwal-RabiAlAkhar,15,04:46 AM,06:00 AM,11:49 AM,03:08 PM,05:36 PM,06:52 PM
October,RabiUlAwal-RabiAlAkhar,16,04:46 AM,06:01 AM,11:49 AM,03:07 PM,05:35 PM,06:51 PM
October,RabiUlAwal-RabiAlAkhar,17,04:46 AM,06:01 AM,11:48 AM,03:07 PM,05:34 PM,06:50 PM
October,RabiUlAwal-RabiAlAkhar,18,04:47 AM,06:02 AM,11:48 AM,03:06 PM,05:33 PM,06:49 PM
October,RabiUlAwal-RabiAlAkhar,19,04:47 AM,06:02 AM,11:48 AM,03:05 PM,05:32 PM,06:49 PM
October,RabiUlAwal-RabiAlAkhar,20,04:48 AM,06:03 AM,11:48 AM,03:05 PM,05:32 PM,06:48 PM
October,RabiUlAwal-RabiAlAkhar,21,04:48 AM,06:03 AM,11:48 AM,03:04 PM,05:31 PM,06:47 PM
October,RabiUlAwal-RabiAlAkhar,22,04:49 AM,06:04 AM,11:47 AM,03:04 PM,05:30 PM,06:46 PM
October,RabiUlAwal-RabiAlAkhar,23,04:49 AM,06:04 AM,11:47 AM,03:03 PM,05:29 PM,06:46 PM
October,RabiUlAwal-RabiAlAkhar,24,04:50 AM,06:05 AM,11:47 AM,03:03 PM,05:28 PM,06:45 PM
October,RabiUlAwal-RabiAlAkhar,25,04:50 AM,06:05 AM,11:47 AM,03:02 PM,05:28 PM,06:44 PM
October,RabiUlAwal-RabiAlAkhar,26,04:50 AM,06:06 AM,11:47 AM,03:02 PM,05:27 PM,06:43 PM
October,RabiUlAwal-RabiAlAkhar,27,04:51 AM,06:06 AM,11:47 AM,03:01 PM,05:26 PM,06:43 PM
October,RabiUlAwal-RabiAlAkhar,28,04:51 AM,06:07 AM,11:47 AM,03:01 PM,05:25 PM,06:42 PM
October,RabiUlAwal-RabiAlAkhar,29,04:52 AM,06:08 AM,11:47 AM,03:00 PM,05:25 PM,06:42 PM
October,RabiUlAwal-RabiAlAkhar,30,04:52 AM,06:08 AM,11:47 AM,03:00 PM,05:24 PM,06:41 PM
October,RabiUlAwal-RabiAlAkhar,31,04:53 AM,06:09 AM,11:47 AM,02:59 PM,05:23 PM,06:40 PM
November,RabiAlAkhar-JumadaAlAwwal,1,04:53 AM,06:09 AM,11:47 AM,02:59 PM,05:23 PM,06:40 PM
November,RabiAlAkhar-JumadaAlAwwal,2,04:54 AM,06:10 AM,11:47 AM,02:58 PM,05:22 PM,06:39 PM
November,RabiAlAkhar-JumadaAlAwwal,3,04:54 AM,06:11 AM,11:47 AM,02:58 PM,05:21 PM,06:39 PM
November,RabiAlAkhar-JumadaAlAwwal,4,04:55 AM,06:11 AM,11:47 AM,02:57 PM,05:21 PM,06:38 PM
November,RabiAlAkhar-JumadaAlAwwal,5,04:55 AM,06:12 AM,11:47 AM,02:57 PM,05:20 PM,06:38 PM
November,RabiAlAkhar-JumadaAlAwwal,6,04:56 AM,06:12 AM,11:47 AM,02:57 PM,05:20 PM,06:37 PM
November,RabiAlAkhar-JumadaAlAwwal,7,04:56 AM,06:13 AM,11:47 AM,02:56 PM,05:19 PM,06:37 PM
November,RabiAlAkhar-JumadaAlAwwal,8,04:57 AM,06:14 AM,11:47 AM,02:56 PM,05:19 PM,06:37 PM
November,RabiAlAkhar-JumadaAlAwwal,9,04:58 AM,06:14 AM,11:47 AM,02:56 PM,05:18 PM,06:36 PM
November,RabiAlAkhar-JumadaAlAwwal,10,04:58 AM,06:15 AM,11:47 AM,02:55 PM,05:18 PM,06:36 PM
November,RabiAlAkhar-JumadaAlAwwal,11,04:59 AM,06:16 AM,11:47 AM,02:55 PM,05:17 PM,06:35 PM
November,RabiAlAkhar-JumadaAlAwwal,12,04:59 AM,06:16 AM,11:47 AM,02:55 PM,05:17 PM,06:35 PM
November,RabiAlAkhar-JumadaAlAwwal,13,05:00 AM,06:17 AM,11:47 AM,02:54 PM,05:16 PM,06:35 PM
November,RabiAlAkhar-JumadaAlAwwal,14,05:00 AM,06:18 AM,11:47 AM,02:54 PM,05:16 PM,06:35 PM
November,RabiAlAkhar-JumadaAlAwwal,15,05:01 AM,06:18 AM,11:48 AM,02:54 PM,05:16 PM,06:34 PM
November,RabiAlAkhar-JumadaAlAwwal,16,05:01 AM,06:19 AM,11:48 AM,02:54 PM,05:15 PM,06:34 PM
November,RabiAlAkhar-JumadaAlAwwal,17,05:02 AM,06:20 AM,11:48 AM,02:53 PM,05:15 PM,06:34 PM
November,RabiAlAkhar-JumadaAlAwwal,18,05:03 AM,06:21 AM,11:48 AM,02:53 PM,05:15 PM,06:34 PM
November,RabiAlAkhar-JumadaAlAwwal,19,05:03 AM,06:21 AM,11:48 AM,02:53 PM,05:14 PM,06:34 PM
November,RabiAlAkhar-JumadaAlAwwal,20,05:04 AM,06:22 AM,11:49 AM,02:53 PM,05:14 PM,06:34 PM
November,RabiAlAkhar-JumadaAlAwwal,21,05:04 AM,06:23 AM,11:49 AM,02:53 PM,05:14 PM,06:33 PM
November,RabiAlAkhar-JumadaAlAwwal,22,05:05 AM,06:23 AM,11:49 AM,02:53 PM,05:14 PM,06:33 PM
November,RabiAlAkhar-JumadaAlAwwal,23,05:06 AM,06:24 AM,11:49 AM,02:53 PM,05:14 PM,06:33 PM
November,RabiAlAkhar-JumadaAlAwwal,24,05:06 AM,06:25 AM,11:50 AM,02:53 PM,05:14 PM,06:33 PM
November,RabiAlAkhar-JumadaAlAwwal,25,05:07 AM,06:26 AM,11:50 AM,02:53 PM,05:13 PM,06:33 PM
November,RabiAlAkhar-JumadaAlAwwal,26,05:07 AM,06:26 AM,11:50 AM,02:53 PM,05:13 PM,06:33 PM
November,RabiAlAkhar-JumadaAlAwwal,27,05:08 AM,06:27 AM,11:51 AM,02:53 PM,05:13 PM,06:33 PM
November,RabiAlAkhar-JumadaAlAwwal,28,05:09 AM,06:28 AM,11:51 AM,02:53 PM,05:13 PM,06:33 PM
November,RabiAlAkhar-JumadaAlAwwal,29,05:09 AM,06:28 AM,11:51 AM,02:53 PM,05:13 PM,06:33 PM
November,RabiAlAkhar-JumadaAlAwwal,30,05:10 AM,06:29 AM,11:52 AM,02:53 PM,05:13 PM,06:34 PM
December,JumadaAlAwwal-JumadaAlAkhirah,1,05:11 AM,06:30 AM,11:52 AM,02:53 PM,05:13 PM,06:34 PM
December,JumadaAlAwwal-JumadaAlAkhirah,2,05:11 AM,06:31 AM,11:53 AM,02:53 PM,05:13 PM,06:34 PM
December,JumadaAlAwwal-JumadaAlAkhirah,3,05:12 AM,06:31 AM,11:53 AM,02:53 PM,05:13 PM,06:34 PM
December,JumadaAlAwwal-JumadaAlAkhirah,4,05:12 AM,06:32 AM,11:53 AM,02:53 PM,05:14 PM,06:34 PM
December,JumadaAlAwwal-JumadaAlAkhirah,5,05:13 AM,06:33 AM,11:54 AM,02:54 PM,05:14 PM,06:34 PM
December,JumadaAlAwwal-JumadaAlAkhirah,6,05:14 AM,06:33 AM,11:54 AM,02:54 PM,05:14 PM,06:35 PM
December,JumadaAlAwwal-JumadaAlAkhirah,7,05:14 AM,06:34 AM,11:55 AM,02:54 PM,05:14 PM,06:35 PM
December,JumadaAlAwwal-JumadaAlAkhirah,8,05:15 AM,06:35 AM,11:55 AM,02:54 PM,05:14 PM,06:35 PM
December,JumadaAlAwwal-JumadaAlAkhirah,9,05:15 AM,06:35 AM,11:55 AM,02:55 PM,05:15 PM,06:36 PM
December,JumadaAlAwwal-JumadaAlAkhirah,10,05:16 AM,06:36 AM,11:56 AM,02:55 PM,05:15 PM,06:36 PM
December,JumadaAlAwwal-JumadaAlAkhirah,11,05:17 AM,06:37 AM,11:56 AM,02:55 PM,05:15 PM,06:36 PM
December,JumadaAlAwwal-JumadaAlAkhirah,12,05:17 AM,06:37 AM,11:57 AM,02:56 PM,05:15 PM,06:37 PM
December,JumadaAlAwwal-JumadaAlAkhirah,13,05:18 AM,06:38 AM,11:57 AM,02:56 PM,05:16 PM,06:37 PM
December,JumadaAlAwwal-JumadaAlAkhirah,14,05:18 AM,06:38 AM,11:58 AM,02:56 PM,05:16 PM,06:37 PM
December,JumadaAlAwwal-JumadaAlAkhirah,15,05:19 AM,06:39 AM,11:58 AM,02:57 PM,05:16 PM,06:38 PM
December,JumadaAlAwwal-JumadaAlAkhirah,16,05:19 AM,06:40 AM,11:59 AM,02:57 PM,05:17 PM,06:38 PM
December,JumadaAlAwwal-JumadaAlAkhirah,17,05:20 AM,06:40 AM,11:59 AM,02:57 PM,05:17 PM,06:39 PM
December,JumadaAlAwwal-JumadaAlAkhirah,18,05:20 AM,06:41 AM,12:00 PM,02:58 PM,05:18 PM,06:39 PM
December,JumadaAlAwwal-JumadaAlAkhirah,19,05:21 AM,06:41 AM,12:00 PM,02:58 PM,05:18 PM,06:39 PM
December,JumadaAlAwwal-JumadaAlAkhirah,20,05:21 AM,06:42 AM,12:01 PM,02:59 PM,05:19 PM,06:40 PM
December,JumadaAlAwwal-JumadaAlAkhirah,21,05:22 AM,06:42 AM,12:01 PM,02:59 PM,05:19 PM,06:40 PM
December,JumadaAlAwwal-JumadaAlAkhirah,22,05:22 AM,06:43 AM,12:02 PM,03:00 PM,05:20 PM,06:41 PM
December,JumadaAlAwwal-JumadaAlAkhirah,23,05:23 AM,06:43 AM,12:02 PM,03:00 PM,05:20 PM,06:41 PM
December,JumadaAlAwwal-JumadaAlAkhirah,24,05:23 AM,06:44 AM,12:03 PM,03:01 PM,05:21 PM,06:42 PM
December,JumadaAlAwwal-JumadaAlAkhirah,25,05:24 AM,06:44 AM,12:03 PM,03:01 PM,05:21 PM,06:43 PM
December,JumadaAlAwwal-JumadaAlAkhirah,26,05:24 AM,06:45 AM,12:04 PM,03:02 PM,05:22 PM,06:43 PM
December,JumadaAlAwwal-JumadaAlAkhirah,27,05:25 AM,06:45 AM,12:04 PM,03:03 PM,05:22 PM,06:44 PM
December,JumadaAlAwwal-JumadaAlAkhirah,28,05:25 AM,06:45 AM,12:05 PM,03:03 PM,05:23 PM,06:44 PM
December,JumadaAlAwwal-JumadaAlAkhirah,29,05:25 AM,06:46 AM,12:05 PM,03:04 PM,05:24 PM,06:45 PM
December,JumadaAlAwwal-JumadaAlAkhirah,30,05:26 AM,06:46 AM,12:06 PM,03:04 PM,05:24 PM,06:45 PM
December,JumadaAlAwwal-JumadaAlAkhirah,31,05:26 AM,06:46 AM,12:06 PM,03:05 PM,05:25 PM,06:46 PM
